item_name,survey,study,year,prop_r_correct,prop_d_correct,dem_minus_rep,std.error,statistic,p.value,n_dem,n_rep,prop_correct_all
jnj_182,jnj,Jerit & Barabas,-1,0.33458646616541393,0.4028571428571425,0.06827067669172861,0.03931285597803397,1.736599262334815,0.08295948243045445,350,266,0.3733766233766237
jnj_183,jnj,Jerit & Barabas,-1,0.4840764331210229,0.3467336683417097,-0.13734276477931318,0.0367786741456624,-3.734304402474255,2.0332063444966568e-4,398,314,0.4073033707865188
jnj_184,jnj,Jerit & Barabas,-1,0.4936305732484105,0.3819095477386955,-0.11172102550971497,0.03719800976614756,-3.003414059302384,0.0027635231452364925,398,314,0.43117977528090096
jnj_185,jnj,Jerit & Barabas,-1,0.4681528662420426,0.28140703517587984,-0.18674583106616274,0.035681539229532724,-5.233682041149106,2.1903384830175176e-7,398,314,0.36376404494382186
jnj_186,jnj,Jerit & Barabas,-1,0.852233676975949,0.7692307692307732,-0.08300290774517585,0.03189068920619962,-2.6027317004186887,0.009476622852090067,312,291,0.8092868988391414
jnj_187,jnj,Jerit & Barabas,-1,0.39862542955326585,0.44871794871795,0.050092519164684136,0.04029638395420839,1.243102091284612,0.2143149452223735,312,291,0.424543946932008
jnj_190,jnj,Jerit & Barabas,-1,0.30163934426229516,0.2225519287833828,-0.07908741547891233,0.03458462808776709,-2.2867794118880895,0.022534364389625448,337,305,0.26012461059190006
jnj_191,jnj,Jerit & Barabas,-1,0.6196721311475475,0.4925816023738931,-0.1270905287736544,0.03903307603886459,-3.2559701071755773,0.001189685138615238,337,305,0.5529595015576381
jnj_196,jnj,Jerit & Barabas,-1,0.4175257731958735,0.46334310850439675,0.04581733530852328,0.03684809841938074,1.2434111195389406,0.21411719142462649,341,388,0.43895747599451046
jnj_197,jnj,Jerit & Barabas,-1,0.3865979381443278,0.5542521994134878,0.16765426126916003,0.03654906356894462,4.587101416508362,5.2921833441026024e-6,341,388,0.4650205761316848
jnj_198,jnj,Jerit & Barabas,-1,0.44587628865979123,0.4897360703812295,0.043859781721438264,0.03704552256827781,1.1839428541087857,0.23682263798727635,341,388,0.46639231824416755
jnj_203,jnj,Jerit & Barabas,-1,0.42165242165242084,0.3484848484848472,-0.07316757316757365,0.035581576128055264,-2.056333111952359,0.04009823097108942,396,351,0.3828647925033459
jnj_204,jnj,Jerit & Barabas,-1,0.3019943019943034,0.280303030303031,-0.021691271691272388,0.033316931860841247,-0.6510585002806645,0.5152094797983867,396,351,0.29049531459170125
jnj_205,jnj,Jerit & Barabas,-1,0.19088319088319083,0.154040404040404,-0.03684278684278683,0.027628246447418462,-1.3335188287430872,0.1827691693811235,396,351,0.17135207496653285
jnj_206,jnj,Jerit & Barabas,-1,0.4245014245014233,0.44696969696969596,0.022468272468272633,0.03639649083985068,0.6173197456627336,0.5372124711902727,396,351,0.43641231593038704
jnj_207,jnj,Jerit & Barabas,-1,0.5648854961832072,0.6503496503496516,0.08546415416644444,0.05899196297572682,1.4487423346398902,0.1485613765668373,143,131,0.6094890510948918
jnj_208,jnj,Jerit & Barabas,-1,0.3816793893129774,0.36363636363636376,-0.018043025676613623,0.05866792041551415,-0.30754500157538095,0.7586639255013791,143,131,0.3722627737226279
jnj_209,jnj,Jerit & Barabas,-1,0.6746666666666625,0.6865671641791006,0.011900497512438093,0.035107231965049335,0.338975671003784,0.7347285699585355,335,375,0.68028169014084106
jnj_210,jnj,Jerit & Barabas,-1,0.7013333333333304,0.6029850746268632,-0.0983482587064671,0.03559806403934267,-2.76274177713073,0.005880578937619325,335,375,0.6549295774647859
jnj_211,jnj,Jerit & Barabas,-1,0.6586666666666667,0.5970149253731342,-0.061651741293532535,0.03628216511837531,-1.6992299410022986,0.08971515074875389,335,375,0.6295774647887323
jnj_212,jnj,Jerit & Barabas,-1,0.45333333333333414,0.4865671641791057,0.033233830845771584,0.03754896719657558,0.8850797592324315,0.37641410103091555,335,375,0.4690140845070433
